Year,Access to electricity (% of population),Access to clean fuels for cooking (% of population),Renewable electricity Generating Capacity per capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),CO2 emissions value by country (kT),Renewables (% equivalent primary energy),GDP growth,GDP per capita
2018,98.48712,83.9,73.81,70520000.0,8.88,3.48,0.0,0.69,16.546762,12335.036,4.28,8609.999657,6.290766,1.889923681,5359.993789
2019,99.36762,83.4,86.03,180000.0,9.09,3.6,0.0,0.65,15.294118,15387.241,4.45,8390.000343,6.290766,0.892291654,5369.498371
2000,98.93427,99.6,2.81,5665000.0,2.09,6.89,0.0,0.05,0.7204611,13120.57,4.55,16270.0,6.290766,4.245712344,1651.621798
2001,98.978065,99.7,2.76,5665000.0,2.12,7.04,0.0,0.05,0.7052186,12340.564,4.28,16250.0,6.290766,5.269957377,1720.361427
2002,99.5,99.8,2.71,30000.0,2.09,7.59,0.0,0.06,0.78431374,12667.007,4.25,16870.00084,6.290766,5.783808113,1802.055064
2003,99.04525,99.8,2.65,250000.0,1.98,7.47,0.0,0.05,0.6648936,13522.985,4.17,17309.99947,6.290766,4.161666999,1876.259338
2004,99.17344,99.8,2.58,5665000.0,1.83,8.37,0.0,0.06,0.7117438,14329.478,4.62,18579.99992,6.290766,8.567214798,2044.963723
2005,99.10089,99.8,2.5,20000.0,1.69,9.01,0.0,0.07,0.7709251,15157.3,4.58,19870.00084,6.290766,8.146594891,2183.394643
2006,100.0,99.9,2.82,5665000.0,2.28,10.38,0.0,0.07,0.6698565,14647.871,4.35,20170.00008,6.290766,8.092974944,2513.028732
2007,98.8,99.9,2.7,190000.0,2.32,12.14,0.0,0.09,0.7358954,13221.179,4.23,21090.00015,6.290766,8.176170351,2735.378767
2008,100.0,99.9,2.58,80000.0,2.74,12.92,0.0,0.09,0.69177556,12430.374,3.87,20010.00023,6.290766,7.232318964,3455.769953
2009,99.4,99.9,2.45,14160000.0,2.78,13.33,0.0,0.08,0.5965697,12645.595,3.89,20659.99985,6.290766,5.023710073,3559.692102
2010,100.0,99.9,2.33,6880000.0,2.95,13.81,0.0,0.08,0.5759539,12875.821,3.62,20200.00076,6.290766,2.314834221,3736.645462
2011,99.651566,99.9,2.21,46930000.0,3.0,13.7,0.0,0.07,0.50835145,13144.025,3.5,20760.00023,6.290766,2.737179886,3852.890025
2012,99.5,99.9,2.1,10000.0,2.91,15.52,0.0,0.08,0.5128205,13750.912,3.8,24120.00084,6.290766,2.429358001,3910.346894
2013,99.70144,99.9,2.0,212100000.0,3.12,16.15,0.0,0.07,0.431566,12796.636,3.65,23799.99924,6.290766,2.609947375,4044.426869
2014,99.7485,99.9,1.92,156210000.0,3.1,17.1,0.0,0.08,0.46565774,11669.372,3.73,25549.99924,6.290766,3.384078099,4131.44735
2015,99.89817,99.9,16.53,252190000.0,3.19,17.63,0.0,0.29,1.6183035,11497.137,3.84,25309.99947,6.290766,2.496528793,4164.108769
2016,99.958824,99.9,54.81,509070000.0,4.67,17.61,0.0,0.93,5.016181,11675.889,3.88,24819.99969,6.290766,1.994180849,4175.356602
2017,100.0,99.9,64.75,436080000.0,5.26,18.1,0.0,1.48,7.5587335,11783.324,4.01,26149.99962,6.290766,2.087114551,4231.51828
2018,99.9,99.9,112.25,89000000.0,7.2,17.04,0.0,2.22,11.52648,11233.428,3.82,24780.00069,6.290766,1.934091701,4308.151074
2019,100.0,99.9,148.48,73760000.0,8.17,16.41,0.0,3.02,15.542974,11258.242,3.8,24629.99916,6.290766,1.955466358,4405.487109
2020,99.9,99.9,186.5,5665000.0,23.3,15.72,0.0,4.32,21.556887,9838.043,4.3,10500.0,6.290766,-1.551384466,4282.765825
2000,15.131171,1.8,24.07,90000.0,78.86,2.02,0.0,2.03,50.123455,1478.989,6.4,8320.0,6.290766,0.599695392,397.4826588
2001,17.033085,2.2,23.42,5665000.0,80.18,1.52,0.0,3.08,66.95652,1460.3776,6.26,7610.0,6.290766,3.779906496,395.3294716
2002,18.927414,2.6,22.79,5665000.0,80.59,1.1,0.0,3.65,76.8421,1429.8123,6.32,7420.000076,6.290766,0.54685953,389.5426302
2003,16.0,3.1,22.18,330000.0,83.25,0.99,0.0,4.11,80.588234,1321.4634,6.28,6530.00021,6.290766,2.932475546,429.787819
2004,22.702715,3.6,23.55,135540000.0,82.31,1.45,0.0,4.0,73.3945,1380.108,6.28,7440.000057,6.290766,5.104299776,451.6687666
2005,24.588387,4.2,22.92,44010000.0,81.26,1.69,0.0,4.18,71.20953,1454.5236,6.15,8319.999695,6.290766,5.906666082,511.6163943
2006,26.47593,4.8,22.35,10000.0,79.83,1.84,0.0,4.48,70.88607,1549.1115,6.03,9300.000191,6.290766,6.472494299,685.9544229
2007,28.367994,5.3,21.74,59020000.0,80.35,1.87,0.0,4.65,71.319016,1513.085,5.77,9369.999886,6.290766,6.850729771,825.666555
2008,30.26729,6.0,22.65,29980000.0,80.64,2.22,0.0,4.18,65.31249,1449.5537,5.97,9909.999847,6.290766,0.232282746,902.0699578
2009,23.0,6.6,23.19,35460000.0,78.35,2.73,0.0,3.84,58.447487,1537.1414,6.12,11710.00004,6.290766,3.306939815,1035.338787
2010,19.2,7.2,24.74,729350000.0,76.5,2.12,0.0,5.1,70.63712,1622.7236,5.9,12640.00034,6.290766,8.058473603,1080.296184
2011,36.035656,8.0,24.11,511180000.0,77.31,2.4,0.0,5.18,68.33773,1633.5077,5.67,13029.99973,6.290766,5.12110612,1085.487152
2012,37.990967,8.7,24.7,143990000.0,78.71,2.03,0.0,6.06,74.907295,1575.0422,5.49,12149.99962,6.290766,4.568679614,1271.815383
2013,39.966106,9.6,24.32,16250000.0,76.73,2.58,0.0,6.11,70.31071,1620.4467,5.51,14100.00038,6.290766,3.797848393,1354.820833
2014,36.0,10.6,27.38,719120000.0,74.95,1.67,0.0,6.7,80.04779,1655.0222,5.78,15149.99962,6.290766,5.020111002,1462.220052
2015,41.6,11.6,32.94,546170000.0,72.04,1.43,0.0,8.44,85.51165,1911.9027,5.8,17209.99908,6.290766,4.967721128,1464.554009
2016,53.1,13.0,32.88,701120000.0,70.94,1.43,0.0,8.26,85.24252,1966.5875,5.62,19110.00061,6.290766,4.213517068,1525.235192
2017,55.97641,14.4,32.56,301210000.0,71.3,2.29,0.0,8.41,78.59813,1939.6578,5.56,18979.99954,6.290766,3.815506427,1633.491216
2018,61.284573,16.0,39.49,220980000.0,72.47,1.46,0.0,9.79,87.022224,2047.2719,5.26,17489.99977,6.290766,5.62910144,1794.091175
2019,69.7,17.7,41.67,165780000.0,68.08,1.25,0.0,10.24,89.12098,1946.3412,5.31,22280.00069,6.290766,4.981132628,1912.647867
2020,71.43794,19.5,40.74,5665000.0,23.3,0.92,0.0,10.83,92.17021,1902.1184,4.3,10500.0,6.290766,-0.316182729,1878.580703
2000,99.610245,52.7,598.16,8460000.0,35.16,2.16,0.0,13.55,86.25079,14177.031,6.44,10500.0,6.290766,3.559855155,4578.633208
2001,99.58101,55.0,593.09,5665000.0,36.0,2.36,0.0,12.31,83.91275,13327.09,5.68,10500.0,6.290766,3.559855155,4578.633208
2002,100.0,56.4,589.68,5665000.0,28.3,2.16,0.0,10.68,83.17757,11277.386,6.39,10500.0,6.290766,3.559855155,4578.633208
2003,99.50212,58.2,587.09,5665000.0,30.51,1.94,0.0,13.38,87.336815,11796.489,6.35,10500.0,6.290766,3.559855155,4578.633208
2004,99.457184,60.5,584.12,40000.0,27.71,2.08,0.0,13.95,87.02432,11902.486,5.85,10500.0,6.290766,3.559855155,4578.633208
2005,99.44231,62.4,579.94,5665000.0,28.03,1.98,0.0,12.66,86.47541,11085.9,5.93,10500.0,6.290766,3.559855155,4578.633208
2006,98.89,64.3,574.39,5665000.0,27.76,1.93,0.0,12.35,86.4846,11181.869,5.66,10500.0,6.290766,3.559855155,4578.633208
2007,99.54,66.4,567.9,5665000.0,24.49,1.97,0.0,12.61,86.48834,12160.274,6.08,10500.0,6.290766,3.559855155,4578.633208
2008,99.51,68.2,560.27,400000.0,22.04,1.57,0.0,10.02,86.45384,11500.209,6.0,10500.0,6.290766,3.559855155,4578.633208
2009,99.5,70.0,551.9,170000.0,24.73,0.81,0.0,10.11,92.58241,11463.955,5.33,10500.0,6.290766,3.559855155,4578.633208
2010,99.0,71.55,565.11,1540000.0,25.59,0.93,0.0,11.0,92.20452,10836.261,5.11,10500.0,6.290766,3.559855155,4578.633208
2011,98.32,73.3,556.64,24380000.0,25.95,0.96,0.0,14.0,93.582886,12183.774,5.8,10500.0,6.290766,3.559855155,4578.633208
2012,99.8,74.7,546.38,610000.0,22.45,0.93,0.0,14.04,93.787575,13588.381,7.25,10500.0,6.290766,3.559855155,4578.633208
2013,98.93,75.4,623.16,13510000.0,24.81,0.86,0.0,13.0,93.7951,12564.967,6.16,10500.0,6.290766,3.559855155,4578.633208
2014,99.8,76.0,628.09,5665000.0,26.6,1.2,0.0,13.16,91.643456,12576.968,6.21,10500.0,6.290766,3.559855155,4578.633208
2015,98.69,76.3,616.95,20000.0,23.3,1.81,0.0,10.99,85.859375,11097.164,5.82,10500.0,6.290766,3.559855155,4578.633208
2016,99.71,76.6,605.3,38220000.0,21.92,1.66,0.0,11.38,87.269936,11131.658,5.41,10500.0,6.290766,3.559855155,4578.633208
2017,100.0,76.6,595.92,1250000.0,24.55,1.23,0.0,14.06,91.95553,11335.21,5.15,10500.0,6.290766,3.559855155,4578.633208
2018,100.0,76.9,582.66,80000.0,23.21,1.13,0.0,14.17,92.61438,11778.976,5.88,10500.0,6.290766,3.559855155,4578.633208
2019,99.87424,76.6,572.5,86210000.0,27.88,1.13,0.0,13.71,92.385445,10582.124,4.96,10500.0,6.290766,3.559855155,4578.633208
2020,99.98105,76.6,563.61,5665000.0,23.3,1.37,0.0,14.8,91.52752,10439.837,4.3,10500.0,6.290766,3.559855155,4578.633208
2000,100.0,100.0,32.91,5665000.0,35.82,1.32,0.0,2.82,68.115944,15779.984,5.27,6930.0,22.118162,5.675735172,3361.640869
2001,100.0,100.0,32.91,5665000.0,35.35,1.44,0.0,2.83,66.276344,17236.137,5.32,7360.0,20.512127,6.328269951,3578.0019
2002,100.0,100.0,32.91,5665000.0,34.38,1.49,0.0,2.48,62.468513,17635.336,4.92,7349.999905,17.687973,7.087085682,4136.933297
2003,100.0,100.0,32.91,5665000.0,34.34,1.63,0.0,2.34,58.942062,17660.322,4.82,7590.000153,16.751474,8.422494257,5145.195232
2004,100.0,100.0,32.91,5665000.0,36.11,1.49,0.0,3.2,68.23028,20126.611,4.56,7619.999886,20.242414,8.281972087,6378.666521
2005,100.0,100.0,32.91,5665000.0,36.3,1.5,0.0,3.42,69.51219,21027.428,4.2,7710.000038,20.853584,10.71522829,7594.902384
2007,100.0,100.0,32.91,5665000.0,33.08,1.94,0.0,2.82,59.243694,21105.2,3.61,8529.999733,17.445015,9.943002121,14113.52913
2008,100.0,100.0,32.91,5665000.0,33.71,2.06,0.0,3.21,60.910816,21504.193,3.57,8109.999657,19.558802,-3.242799942,16467.14369
2011,100.0,100.0,32.91,5665000.0,35.54,3.01,0.0,3.08,50.57471,21346.463,3.8,7900.000095,19.268509,2.564422968,13338.96224
2012,100.0,100.0,32.91,5665000.0,40.37,2.06,0.0,4.11,66.61264,22381.162,3.78,7570.000172,24.73715,7.037317185,13847.33794
2013,100.0,100.0,32.91,5665000.0,39.6,2.67,0.0,3.53,56.935486,21775.469,3.63,7449.999809,22.284588,2.010744815,15007.49186
2014,100.0,100.0,32.91,5665000.0,40.24,2.34,0.0,2.8,54.47471,20261.896,3.59,7280.00021,19.171963,1.900096243,15721.45233
2015,100.0,100.0,32.91,5665000.0,38.1,2.76,0.0,2.78,50.180508,20957.162,3.39,7320.000172,18.8834,3.885027277,13780.91355
2016,100.0,100.0,32.91,5665000.0,38.48,2.94,0.0,3.48,54.20561,22548.604,3.31,7150.000095,21.902061,2.367609543,14322.02268
2017,100.0,100.0,32.91,5665000.0,42.6,2.07,0.0,5.46,72.50996,25054.545,3.31,7119.999886,30.69509,3.31308889,15656.34749
2018,100.0,100.0,32.91,5665000.0,40.97,3.23,0.0,3.49,51.934525,22506.594,3.35,7789.999962,22.432663,3.989480387,17856.30712
2019,100.0,100.0,32.91,5665000.0,41.52,3.25,0.0,3.19,49.53416,23394.7,3.18,7570.000172,19.92988,2.484326355,17926.84159
2020,100.0,100.0,32.91,5665000.0,23.3,2.08,0.0,3.64,63.636368,21535.734,4.3,10500.0,24.768972,-3.618565992,17726.25294
2000,99.35159,100.0,73.38,5665000.0,4.89,8.75,0.0,0.44,4.787813,14027.069,3.73,15670.0,6.290766,1.341871619,4491.641934
2001,99.346565,100.0,70.66,5665000.0,4.66,9.24,0.0,0.33,3.448276,14693.647,3.86,16890.0,6.290766,3.839669278,4422.389292
2002,99.333954,100.0,67.43,5665000.0,5.97,10.38,0.0,0.67,6.0633483,14617.907,3.71,16840.00015,6.290766,3.423149827,4579.459593
2003,99.31611,100.0,64.26,5665000.0,7.38,10.64,0.0,1.35,11.259383,14599.101,3.59,17409.99985,6.290766,3.227098269,4576.387617
2004,99.9,100.0,61.72,80000.0,6.56,10.68,0.0,1.11,9.414759,14306.836,3.4,17879.99916,6.290766,6.679444617,4630.790585
2005,99.27411,100.0,60.02,5665000.0,6.97,10.7,0.0,1.04,8.8586035,13477.188,3.16,17280.00069,6.290766,2.68577931,4575.107459
2006,99.38382,100.0,59.25,5665000.0,7.04,10.26,0.0,0.69,6.30137,12290.246,2.89,16229.99954,6.290766,1.549515002,4626.853003
2007,97.8,100.0,59.15,810000.0,7.94,10.8,0.0,0.58,5.0966606,10675.19,2.26,15039.99996,6.290766,9.310622524,5207.792723
2008,99.9,100.0,59.19,5665000.0,5.4,12.2,0.0,0.37,2.9435165,13562.222,2.7,18649.99962,6.290766,9.069128269,6111.327281
2009,99.23449,100.0,58.59,390000.0,4.31,12.36,0.0,0.62,4.7765794,16556.137,3.12,21899.99962,6.290766,10.23215558,7354.953605
2010,99.47441,100.0,57.0,1670000.0,5.7,13.98,0.0,0.83,5.6043215,15851.824,2.78,20860.00061,6.290766,7.975135559,7761.641489
2011,99.68401,100.0,54.3,5665000.0,6.18,14.57,0.0,0.8,5.2049446,15852.878,2.75,21180.00031,6.290766,0.867339877,7675.30894
2012,99.50676,100.0,51.52,1420000.0,5.56,14.54,0.0,1.01,6.495177,17291.496,3.04,23469.99931,6.290766,2.540541789,7952.151266
2013,99.495514,100.0,48.69,20000.0,5.92,16.49,0.0,1.27,7.150901,15720.306,2.87,23239.99977,6.290766,3.811022415,7933.23332
2014,99.48232,100.0,46.6,2330000.0,4.24,16.7,0.0,0.22,1.3002363,14662.743,2.98,25149.99962,6.290766,2.453659572,7687.759336
2015,99.583176,100.0,45.68,5120000.0,4.17,17.06,0.0,0.51,2.9026752,15864.785,3.27,27010.00023,6.290766,0.581709757,7663.920232
2016,99.725624,100.0,47.45,23650000.0,3.96,17.82,0.0,0.46,2.5164113,16684.846,3.32,27809.99947,6.290766,1.582054551,7653.73363
2017,99.87983,100.0,44.34,30000.0,3.97,19.52,0.0,0.52,2.5948102,18256.084,3.49,29319.99969,6.290766,0.782014001,7819.60467
2018,99.7,100.0,46.87,6210000.0,4.75,19.57,0.0,0.47,2.3453093,17677.684,3.36,27790.00092,6.290766,-1.702174807,8058.444337
2013,26.766014,34.95,37.03,100000.0,45.58,0.0,0.0,0.51,100.0,2043.1262,9.32,610.0000143,6.290766,1.792531445,1166.911756
2014,27.8,35.8,36.76,9270000.0,42.39,0.0,0.0,0.52,100.0,2074.0635,9.15,610.0000143,6.290766,1.710544004,1194.575627
2015,31.677334,36.5,36.48,40000.0,44.94,0.0,0.0,0.53,100.0,2002.84,8.28,649.9999762,6.290766,3.127557724,1146.064688
2016,35.07159,37.4,36.2,0.0,43.55,0.0,0.0,0.52,100.0,2142.4592,7.81,689.9999976,6.290766,3.588364597,1018.931093
2017,33.7,38.1,35.91,5665000.0,39.62,0.0,0.0,0.54,100.0,2253.6167,8.38,699.9999881,6.290766,-3.141949946,1102.94441
2018,47.0,38.7,35.63,840000.0,40.22,0.0,0.0,0.54,100.0,2182.0183,8.08,730.0000191,6.290766,-1.223137311,1192.48432
2019,44.50021,39.3,35.34,13520000.0,39.47,0.0,0.0,0.5,100.0,2188.859,8.14,769.9999809,6.290766,-0.381431982,1113.37214
2020,27.53471,0.4,18.7,5665000.0,23.3,0.36,0.0,0.53,59.55056,1030.0463,4.3,10500.0,6.290766,-2.982916281,632.9363856
2000,100.0,100.0,32.91,5665000.0,17.19,2.27,8.42,0.34,79.41977,21678.389,6.17,10510.0,1.2857236,3.695525421,3293.229979
2001,100.0,100.0,32.91,5665000.0,17.59,2.6,11.36,0.33,81.80546,25635.498,6.72,11150.0,1.0550188,6.526108902,3525.793632
2002,100.0,100.0,32.91,5665000.0,17.89,2.66,14.14,0.35,84.4898,27703.938,6.75,11220.00027,1.0718007,6.751414576,4141.592702
2003,100.0,100.0,32.91,5665000.0,18.07,2.85,15.48,0.33,84.72669,29436.242,6.37,11229.99954,0.94520015,10.56595699,5499.428989
2004,100.0,100.0,32.91,5665000.0,18.07,3.05,15.1,0.43,83.5845,30054.08,6.06,11909.99985,1.1986761,6.569490118,6700.327192
2005,100.0,100.0,32.91,5665000.0,17.51,3.42,10.34,0.46,75.94936,27817.504,5.31,12829.99992,1.4099654,7.732367604,7854.765279
2006,100.0,100.0,32.91,5665000.0,17.46,2.79,8.65,0.43,76.49537,26969.346,4.86,13020.00046,1.3948395,7.414121335,9230.707981
2008,100.0,100.0,32.91,5665000.0,18.34,2.6,9.89,0.6,80.13751,30124.53,4.66,13060.00042,1.7692844,2.614423033,14944.99665
2010,100.0,100.0,32.91,5665000.0,21.46,3.84,0.0,0.91,19.157894,20948.318,3.98,12600.00038,3.9403253,1.651240653,11987.50841
2011,100.0,100.0,32.91,5665000.0,22.74,2.88,0.0,1.11,27.81955,22097.504,3.89,11850.00038,4.594768,6.03900816,14376.94786
2012,100.0,100.0,32.91,5665000.0,23.92,3.12,0.0,1.18,27.441858,22394.059,3.78,11930.00031,4.8736596,3.843864749,14367.70942
2013,100.0,100.0,32.91,5665000.0,26.34,2.45,0.0,1.53,38.44221,20938.49,3.45,11329.99992,6.826762,3.550072843,15729.65247
2014,100.0,100.0,32.91,5665000.0,27.73,1.95,0.0,1.51,43.641617,20422.297,3.34,10859.99966,7.0076375,3.537009879,16551.0182
2015,100.0,100.0,32.91,5665000.0,28.96,2.32,0.0,1.68,42.0,21569.006,3.3,11069.99969,7.4305215,2.024583955,14258.22933
2016,100.0,100.0,32.91,5665000.0,31.47,1.31,0.0,2.1,61.583572,22207.523,3.3,11199.99981,8.9710455,2.518828273,14998.12506
2017,100.0,100.0,32.91,5665000.0,33.78,0.82,0.0,2.53,75.52239,23635.178,3.31,11220.00027,10.216778,4.282596951,16843.69965
2018,100.0,100.0,32.91,5665000.0,33.73,0.55,0.0,2.2,80.0,24616.006,3.22,11649.99962,8.702936,3.993310328,19176.81215
2019,100.0,100.0,32.91,5665000.0,33.53,0.67,0.0,2.47,78.662415,24873.117,3.08,11729.99954,9.697966,4.573771737,19575.76848
2020,100.0,100.0,32.91,5665000.0,23.3,1.96,0.0,2.57,56.73289,24924.742,4.3,10500.0,10.144763,-0.132431461,20233.64135
2014,100.0,100.0,32.91,5665000.0,6.85,1.51,0.0,0.4,20.94241,79619.14,2.66,9649.999619,2.5587912,2.623086016,123514.1967
2015,100.0,100.0,32.91,5665000.0,9.09,0.91,0.0,0.43,32.08955,75576.625,2.48,9130.000114,2.8418615,2.269784484,105419.6085
2016,100.0,100.0,32.91,5665000.0,13.5,0.33,0.0,0.46,58.227848,72784.555,2.35,8850.000381,3.052534,4.978190437,106826.7264
2017,100.0,100.0,32.91,5665000.0,15.33,0.3,0.0,0.6,66.66667,74384.77,2.35,9000.0,3.8070426,1.317187663,109921.0314
2018,100.0,100.0,32.91,5665000.0,16.09,0.28,0.0,0.68,70.833336,76376.74,2.37,9319.999695,4.1558747,2.00437712,117197.4817
2019,100.0,100.0,32.91,5665000.0,16.45,0.27,0.0,0.8,74.76635,76273.7,2.34,9489.999771,4.7653427,3.283806756,113218.7133
2020,100.0,100.0,32.91,5665000.0,23.3,0.25,0.0,0.97,79.508194,64241.79,4.3,10500.0,6.848767,-1.776240229,116014.6025
2000,12.72419,1.3,6.71,5665000.0,82.62,0.24,0.0,0.54,69.230774,591.2006,6.03,1650.0,6.290766,4.456858938,293.6071574
2001,14.8,1.3,6.51,5665000.0,84.32,0.36,0.0,0.53,59.55056,563.0391,5.72,1670.0,6.290766,5.980235764,334.4416177
2003,20.3,1.2,6.13,5665000.0,84.99,0.39,0.0,0.6,60.606064,524.7671,6.17,1549.999952,6.290766,9.784892121,368.7972369
2004,15.348019,1.2,5.95,8340000.0,84.44,0.47,0.0,0.63,57.272724,554.3044,6.06,1649.999976,6.290766,5.257003621,284.4877263
2005,15.996761,1.1,5.78,3220000.0,84.94,0.47,0.0,0.64,57.657658,520.9991,5.88,1710.000038,6.290766,4.755845097,319.5374751
2006,16.647375,1.1,5.62,7150000.0,86.03,0.5,0.0,0.63,55.752213,498.27472,5.67,1639.999986,6.290766,5.39850845,338.7511983
2007,17.302511,1.1,5.47,8560000.0,86.19,0.47,0.0,0.71,60.169495,516.442,5.55,1720.000029,6.290766,5.710564197,438.6555158
2008,17.96488,1.0,6.09,2710000.0,86.14,0.54,0.0,0.69,56.09756,531.468,5.45,1779.999971,6.290766,6.712632542,536.3514017
2010,12.3,0.9,6.18,5665000.0,86.66,0.62,0.0,0.7,53.0303,469.25098,6.08,1870.000005,6.290766,0.619239746,471.9592116
2011,14.3,0.9,6.03,7370000.0,84.6,0.66,0.0,0.68,50.74627,511.36972,6.34,2190.000057,6.290766,1.578427051,531.2654321
2012,18.7,0.9,7.38,50000.0,83.4,0.95,0.0,0.75,44.117645,587.69507,6.48,2740.00001,6.290766,3.011148115,518.1528127
2013,12.9,0.9,7.29,2760000.0,81.17,1.04,0.0,0.81,43.783783,600.2899,6.7,2930.000067,6.290766,2.300376232,541.0659437
2014,22.235073,0.9,7.21,14120000.0,80.12,1.08,0.0,0.89,45.177666,635.02496,6.65,3009.99999,6.290766,3.339203113,530.8610389
2015,23.005934,0.9,7.14,4740000.0,80.55,1.11,0.0,0.95,46.116505,676.7416,6.68,3279.999971,6.290766,3.132298073,467.2354316
2016,22.9,0.9,7.03,22530000.0,83.85,1.12,0.0,0.9,44.554455,691.3689,7.86,3180.000067,6.290766,3.993146064,475.9555568
2017,24.1,0.9,6.93,27120000.0,81.32,1.4,0.0,0.8,36.363636,617.7024,8.03,3470.000029,6.290766,3.933307595,515.2933234
2018,36.5,0.9,7.51,5250000.0,83.74,1.29,0.0,0.98,43.171806,579.6003,8.5,3349.999905,6.290766,3.194356515,523.9459714
2019,31.04,0.9,7.31,43730000.0,82.77,1.1,0.0,0.91,45.273632,678.70404,8.56,4119.999886,6.290766,4.41123213,522.9895243
2000,4.8,2.1,26.9,6840000.0,82.62,0.15,0.0,1.09,87.90323,606.25275,5.29,710.0,6.290766,1.576077837,156.3858168
2002,5.5341597,2.1,25.6,5665000.0,83.3,0.16,0.0,1.17,87.96992,560.5774,5.66,680.0000072,6.290766,1.700000014,298.4334104
2003,6.2,2.1,24.94,510000.0,82.83,0.12,0.0,1.23,91.11111,574.14386,5.43,750.0,6.290766,5.705639438,267.3990119
2004,6.9,2.1,24.33,60000.0,82.45,0.15,0.0,1.34,89.932884,596.341,5.23,769.9999809,6.290766,5.420497693,282.5671076
2005,6.696063,2.2,23.7,60000.0,83.17,0.14,0.0,1.39,90.84968,564.4167,5.09,759.9999905,6.290766,3.268725827,289.5552148
2006,3.6532273,2.3,23.07,50000.0,82.8,0.14,0.0,1.42,91.02564,566.84424,4.85,779.9999714,6.290766,4.699999992,308.1636182
2007,7.476292,2.3,22.45,60000.0,82.21,0.14,0.0,1.45,91.19497,548.9341,4.59,829.9999833,6.290766,9.600000004,332.2590946
2008,7.8758984,2.4,21.82,5665000.0,80.39,0.11,0.0,1.62,93.64162,607.96954,4.46,959.9999785,6.290766,7.639736775,387.6057212
2009,8.285444,2.45,21.22,70000.0,80.01,0.13,0.0,1.58,92.39766,549.8785,4.15,980.0000191,6.290766,8.328110276,438.2118568
2010,8.7,2.5,20.63,15180000.0,81.21,0.13,0.0,1.83,93.36735,640.52893,3.86,889.9999857,6.290766,6.874065633,478.6686885
2011,7.6,2.5,20.12,2410000.0,80.17,0.13,0.0,1.88,93.53234,626.8056,3.79,930.0000072,6.290766,4.854055111,534.9510502
2012,7.4,2.4,19.61,1690000.0,80.11,0.13,0.0,1.96,93.77991,611.7529,3.77,949.9999881,6.290766,1.885799507,391.5617052
2013,9.0,2.3,19.24,36020000.0,79.68,0.13,0.0,1.96,93.77991,604.7202,3.61,980.0000191,6.290766,5.199999997,348.4298737
2014,11.9,2.2,22.77,1930000.0,82.7,0.13,0.0,2.08,94.117645,605.3154,3.38,850.0000238,6.290766,5.700000004,371.2695217
2015,10.8,2.0,22.42,63510000.0,80.87,0.13,0.0,2.08,94.117645,567.38477,3.37,930.0000072,6.290766,2.8,380.5969877
2016,11.0,1.8,21.84,350000.0,78.69,0.15,0.0,2.05,93.181816,581.6119,3.36,1120.000005,6.290766,2.484040625,315.7779871
2017,12.7,1.6,21.66,3860000.0,75.94,0.19,0.0,1.9,90.909096,583.40607,3.32,1190.000057,6.290766,4.000030517,506.1372944
2018,18.02,1.3,22.14,17150000.0,73.03,0.2,0.0,1.44,87.80488,542.3849,3.28,1379.999995,6.290766,4.391688296,544.5934354
2019,11.2,1.2,21.94,101610000.0,73.02,0.2,0.0,1.5,88.23529,537.8198,3.18,1450.000048,6.290766,5.448181336,591.8463896
2020,14.866769,1.0,21.43,5665000.0,23.3,0.21,0.0,1.5,87.7193,503.25735,4.3,10500.0,6.290766,0.799998331,636.8205368
2000,99.10397,98.0,119.04,141190000.0,4.44,62.91,0.0,7.56,10.727969,26639.928,5.48,124360.0,3.6813028,8.85886817,4043.662923
2001,99.12567,98.0,115.99,5665000.0,4.26,69.71,0.0,6.64,8.696792,26582.326,5.67,129460.0,3.139982,0.517675319,3913.429386
2002,99.139786,98.1,115.13,20000.0,3.57,74.78,0.0,5.81,7.2093315,27303.566,5.56,136380.0049,2.5937574,5.390988307,4165.726104
2003,99.14866,98.2,113.41,5665000.0,3.33,77.25,0.0,5.51,6.6578054,28867.148,5.63,144490.0055,2.2532132,5.788499286,4461.847325
2004,99.154655,98.1,111.19,270000.0,3.22,89.3,0.0,6.15,6.4431643,30459.574,5.68,158270.0043,2.3197203,6.783437724,4952.213958
2005,99.16011,98.1,107.28,5665000.0,3.01,91.79,0.0,6.6,6.7079988,32213.139,5.85,167419.9982,2.2862065,5.332139161,5587.02478
2006,99.167435,98.1,106.98,10000.0,3.13,96.31,0.0,6.94,6.7215495,31831.441,5.57,174100.0061,2.3655074,5.584847067,6209.126167
2007,99.17928,98.0,105.86,10000.0,2.85,101.52,0.0,6.72,6.208426,33221.49,5.59,189940.0024,2.1384602,6.298785927,7243.456801
2008,99.198364,98.0,104.09,5665000.0,3.04,105.01,0.0,8.61,7.5778904,33712.133,5.65,202910.0037,2.624564,4.831769889,8474.587762
2009,99.3,97.7,102.42,30000.0,2.27,107.66,0.0,8.28,7.141625,32003.473,5.42,181929.9927,2.6226811,-1.513528716,7292.494973
2010,99.374054,97.7,99.15,140000.0,1.96,117.16,0.0,7.62,6.106748,32487.746,5.24,200220.0012,2.3254187,7.424847383,9040.568495
